customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,customers_balance_view
10242,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,680.0,676.0,689.0,721.0,634.0,Q2
10243,No,Cash Back,Letter,High,1,No,Low,2,1,3,No,1208.5,1492.0,911.0,1004.0,1427.0,Q3
10244,No,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1005.5,1736.0,1033.0,997.0,256.0,Q3
10245,No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1127.0,1963.0,1466.0,853.0,226.0,Q3
10246,No,Points,Letter,High,1,No,High,1,1,3,Yes,947.75,754.0,1042.0,1231.0,764.0,Q3
10247,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1369.25,293.0,1129.0,2238.0,1817.0,Q3
10248,No,Air Miles,Postcard,High,1,No,Low,2,1,5,No,893.25,184.0,401.0,963.0,2025.0,Q2
10249,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,964.75,1712.0,1074.0,709.0,364.0,Q3
10250,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,150.0,221.0,113.0,151.0,115.0,Q1
10251,No,Points,Postcard,High,2,No,Medium,3,2,4,Yes,1075.25,1793.0,1108.0,907.0,493.0,Q3
10252,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,Yes,729.0,961.0,557.0,574.0,824.0,Q2
10253,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1353.75,1330.0,662.0,2078.0,1345.0,Q3
10254,No,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1109.75,674.0,1649.0,1689.0,427.0,Q3
10255,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1087.0,454.0,599.0,1346.0,1949.0,Q3
10256,Yes,Cash Back,Postcard,Low,3,No,Low,3,1,2,Yes,1058.25,1170.0,875.0,1493.0,695.0,Q3
10257,No,Points,Letter,Medium,1,No,Medium,2,2,6,No,780.25,911.0,670.0,718.0,822.0,Q2
10258,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,755.25,197.0,1102.0,1245.0,477.0,Q2
10259,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1361.5,685.0,1671.0,1829.0,1261.0,Q3
10260,No,Air Miles,Postcard,High,2,No,High,1,1,2,Yes,1434.0,1152.0,1595.0,2212.0,777.0,Q3
10261,Yes,Air Miles,Postcard,Low,1,No,Low,1,2,3,Yes,1280.0,1087.0,1293.0,855.0,1885.0,Q3
10262,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,962.75,1863.0,1168.0,541.0,279.0,Q3
10263,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,3,No,996.25,349.0,1100.0,1886.0,650.0,Q3
10264,No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1258.5,1722.0,1783.0,1178.0,351.0,Q3
10265,Yes,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,1216.25,1949.0,1484.0,1187.0,245.0,Q3
10266,No,Points,Letter,Medium,1,No,Low,1,1,3,No,1233.25,2113.0,1235.0,953.0,632.0,Q3
10267,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1144.75,768.0,1570.0,1550.0,691.0,Q3
10268,No,Air Miles,Postcard,Medium,2,No,Medium,3,2,3,No,234.0,125.0,465.0,275.0,71.0,Q1
10269,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1184.5,669.0,1420.0,1338.0,1311.0,Q3
10270,No,Cash Back,Postcard,Low,2,No,Medium,3,1,5,No,1086.75,1875.0,1160.0,544.0,768.0,Q3
10271,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1135.0,1801.0,1397.0,848.0,494.0,Q3
10272,No,Air Miles,Letter,High,1,No,Low,1,1,6,Yes,997.5,63.0,1129.0,1443.0,1355.0,Q3
10273,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1044.75,1854.0,1271.0,758.0,296.0,Q3
10274,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,944.25,150.0,1144.0,1919.0,564.0,Q3
10275,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1394.75,355.0,1889.0,1613.0,1722.0,Q3
10276,No,Points,Letter,Medium,1,No,High,2,1,3,No,1101.75,1510.0,1654.0,1118.0,125.0,Q3
10277,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1521.0,789.0,1776.0,2123.0,1396.0,Q3
10278,No,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,315.75,159.0,363.0,455.0,286.0,Q2
10279,No,Points,Letter,Low,1,No,Low,1,2,4,No,932.75,1694.0,1448.0,508.0,81.0,Q2
10280,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1024.5,1380.0,1321.0,787.0,610.0,Q3
10281,No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,1484.5,716.0,1492.0,1874.0,1856.0,Q3
10282,No,Points,Postcard,High,1,No,High,1,1,3,No,144.25,148.0,36.0,263.0,130.0,Q1
10283,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,992.0,815.0,853.0,1678.0,622.0,Q3
10284,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1239.75,263.0,1369.0,2043.0,1284.0,Q3
10285,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1253.5,757.0,860.0,1557.0,1840.0,Q3
10286,No,Points,Letter,High,1,Yes,Medium,3,2,3,Yes,980.75,1583.0,1394.0,584.0,362.0,Q3
10287,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,874.75,277.0,614.0,1107.0,1501.0,Q2
10288,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,917.75,1543.0,1147.0,546.0,435.0,Q2
10289,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,687.25,561.0,794.0,873.0,521.0,Q2
10290,No,Air Miles,Letter,Low,2,Yes,Low,4,2,3,Yes,1020.0,466.0,1249.0,1834.0,531.0,Q3
10291,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,791.75,904.0,824.0,862.0,577.0,Q2
10292,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,699.0,516.0,755.0,768.0,757.0,Q2
10293,No,Points,Postcard,Medium,2,Yes,High,1,1,2,Yes,1022.25,1965.0,1011.0,815.0,298.0,Q3
10294,No,Air Miles,Letter,High,1,No,High,2,2,4,Yes,247.0,9.0,436.0,113.0,430.0,Q2
10295,No,Air Miles,Postcard,High,1,Yes,High,3,1,3,Yes,869.0,1742.0,899.0,558.0,277.0,Q2
10296,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1181.25,1116.0,1555.0,1271.0,783.0,Q3
10297,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,967.25,829.0,1162.0,962.0,916.0,Q3
10298,No,Air Miles,Postcard,Low,2,Yes,Low,1,1,4,Yes,984.25,1277.0,1619.0,920.0,121.0,Q3
10299,No,Cash Back,Letter,Low,2,No,Low,4,2,5,Yes,179.25,292.0,220.0,120.0,85.0,Q1
10300,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,881.25,990.0,956.0,795.0,784.0,Q2
10301,Yes,Cash Back,Postcard,Medium,2,No,Low,3,1,3,Yes,876.0,1504.0,1130.0,748.0,122.0,Q2
10302,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,214.5,214.0,185.0,158.0,301.0,Q1
10303,No,Cash Back,Letter,Low,2,No,High,2,1,3,Yes,1040.5,1943.0,1334.0,704.0,181.0,Q3
10304,No,Points,Letter,Medium,1,No,High,2,1,4,No,953.25,1734.0,1413.0,605.0,61.0,Q3
10305,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,1522.25,1151.0,1680.0,2080.0,1178.0,Q3
10306,No,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,1125.0,665.0,1418.0,1387.0,1030.0,Q3
10307,Yes,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,1162.25,874.0,553.0,1593.0,1629.0,Q3
10308,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,182.75,84.0,359.0,27.0,261.0,Q1
10309,No,Air Miles,Postcard,High,2,No,High,1,2,4,No,1148.0,1563.0,1642.0,960.0,427.0,Q3
10310,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1214.75,903.0,456.0,1412.0,2088.0,Q3
10311,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,No,1075.25,869.0,457.0,1215.0,1760.0,Q3
10312,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,998.5,979.0,513.0,1257.0,1245.0,Q3
10313,No,Points,Letter,Low,2,No,Low,1,1,4,Yes,1234.25,1417.0,595.0,2074.0,851.0,Q3
10314,No,Points,Letter,High,2,No,Low,2,1,6,No,1193.5,1986.0,1476.0,962.0,350.0,Q3
10315,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,1068.75,1260.0,1352.0,927.0,736.0,Q3
10316,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,189.0,205.0,221.0,143.0,187.0,Q1
10317,No,Cash Back,Letter,High,1,No,High,2,1,4,No,1005.0,1622.0,1084.0,1029.0,285.0,Q3
10318,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,981.25,307.0,893.0,903.0,1822.0,Q3
10319,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1110.75,585.0,467.0,1715.0,1676.0,Q3
10320,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,No,1286.25,964.0,1049.0,2159.0,973.0,Q3
10321,No,Cash Back,Letter,Low,2,No,Low,3,3,3,Yes,1442.75,836.0,1662.0,1877.0,1396.0,Q3
10322,No,Points,Letter,Medium,1,No,Low,3,1,5,Yes,1247.25,963.0,1589.0,1676.0,761.0,Q3
10323,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1158.75,923.0,996.0,998.0,1718.0,Q3
10324,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1026.25,1672.0,1420.0,622.0,391.0,Q3
10325,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,934.5,1691.0,1205.0,744.0,98.0,Q2
10326,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,896.0,801.0,830.0,997.0,956.0,Q2
10327,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,1190.25,902.0,408.0,1708.0,1743.0,Q3
10328,No,Points,Postcard,Medium,1,No,High,2,1,3,No,915.0,1586.0,1216.0,747.0,111.0,Q2
10329,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1463.5,1340.0,1002.0,2198.0,1314.0,Q3
10330,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1101.75,1880.0,1384.0,836.0,307.0,Q3
10331,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,No,1205.25,170.0,1741.0,2158.0,752.0,Q3
10332,No,Points,Postcard,Low,1,No,Medium,1,2,5,Yes,1151.75,530.0,1296.0,1834.0,947.0,Q3
10333,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,185.25,302.0,86.0,207.0,146.0,Q1
10334,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,778.75,636.0,631.0,926.0,922.0,Q2
10335,No,Points,Postcard,High,1,No,High,1,1,5,Yes,180.25,137.0,180.0,253.0,151.0,Q1
10336,No,Cash Back,Postcard,High,1,Yes,Low,3,1,4,No,150.5,469.0,26.0,63.0,44.0,Q1
10337,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,1036.0,1760.0,1216.0,810.0,358.0,Q3
10338,No,Points,Letter,High,2,No,Low,1,1,4,Yes,899.25,1267.0,807.0,636.0,887.0,Q2
10339,No,Cash Back,Postcard,Low,1,Yes,Low,3,1,3,Yes,1190.0,1377.0,738.0,823.0,1822.0,Q3
10340,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,916.75,1560.0,1088.0,869.0,150.0,Q2
10341,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1162.5,697.0,1085.0,1847.0,1021.0,Q3
10342,No,Points,Letter,High,2,Yes,Medium,2,1,4,Yes,1099.25,351.0,1364.0,942.0,1740.0,Q3
10343,Yes,Points,Postcard,Low,1,Yes,Low,2,1,4,No,729.75,560.0,896.0,527.0,936.0,Q2
10344,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,647.25,657.0,654.0,724.0,554.0,Q2
10345,No,Points,Letter,Medium,1,No,Medium,2,1,5,No,687.0,504.0,890.0,558.0,796.0,Q2
10346,No,Points,Postcard,Medium,2,No,High,2,1,5,No,1277.75,2021.0,1527.0,532.0,1031.0,Q3
10347,No,Air Miles,Postcard,Low,1,No,Medium,2,2,1,No,251.75,182.0,326.0,345.0,154.0,Q2
10348,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,1122.0,1235.0,1733.0,870.0,650.0,Q3
10349,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1038.75,777.0,825.0,1337.0,1216.0,Q3
10350,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,4,No,1319.25,681.0,940.0,1760.0,1896.0,Q3
10351,No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,1111.25,1232.0,1095.0,1111.0,1007.0,Q3
10352,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1062.25,499.0,1162.0,1664.0,924.0,Q3
10353,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,993.5,1657.0,962.0,940.0,415.0,Q3
10354,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1263.0,166.0,1370.0,1564.0,1952.0,Q3
10355,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1470.25,1460.0,1570.0,2208.0,643.0,Q3
10356,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,Yes,1026.5,1485.0,1647.0,884.0,90.0,Q3
10357,Yes,Points,Postcard,Medium,2,No,High,3,1,3,No,1065.25,802.0,415.0,1079.0,1965.0,Q3
10358,No,Air Miles,Letter,High,1,No,High,3,1,5,No,701.75,743.0,599.0,536.0,929.0,Q2
10359,No,Air Miles,Letter,Medium,2,No,Low,1,2,3,Yes,703.5,729.0,538.0,905.0,642.0,Q2
10360,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,930.75,1644.0,932.0,986.0,161.0,Q2
10361,No,Air Miles,Postcard,Medium,2,No,Low,3,1,3,Yes,937.0,556.0,451.0,1074.0,1667.0,Q2
10362,No,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,324.75,427.0,281.0,158.0,433.0,Q2
10363,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1182.0,286.0,1377.0,1442.0,1623.0,Q3
10364,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,919.5,712.0,531.0,941.0,1494.0,Q2
10365,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1257.25,1416.0,1743.0,1183.0,687.0,Q3
10366,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,249.75,166.0,109.0,415.0,309.0,Q2
10367,No,Air Miles,Letter,High,2,No,High,3,1,6,Yes,983.0,101.0,914.0,1501.0,1416.0,Q3
10368,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,969.5,1727.0,1432.0,561.0,158.0,Q3
10369,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,990.0,515.0,999.0,895.0,1551.0,Q3
10370,No,Cash Back,Letter,High,1,No,High,2,2,4,No,822.0,492.0,815.0,1309.0,672.0,Q2
10371,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1428.5,309.0,1719.0,1923.0,1763.0,Q3
10372,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1028.25,301.0,954.0,844.0,2014.0,Q3
10373,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1129.25,478.0,1220.0,1515.0,1304.0,Q3
10374,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,820.0,859.0,673.0,796.0,952.0,Q2
10375,No,Points,Letter,High,1,No,Low,2,1,5,Yes,1161.75,1967.0,1442.0,838.0,400.0,Q3
10376,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1092.75,704.0,1032.0,1000.0,1635.0,Q3
10377,No,Air Miles,Letter,High,1,Yes,High,2,2,4,Yes,1033.25,1998.0,1080.0,603.0,452.0,Q3
10378,No,Cash Back,Letter,Medium,2,No,Low,3,1,2,Yes,1029.75,1923.0,1032.0,691.0,473.0,Q3
10379,No,Points,Letter,Medium,2,No,Low,4,2,2,Yes,1421.75,1449.0,1788.0,996.0,1454.0,Q3
10380,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1022.0,108.0,1336.0,1639.0,1005.0,Q3
10381,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1214.25,927.0,1340.0,1743.0,847.0,Q3
10382,No,Points,Letter,Medium,1,No,High,3,2,3,Yes,1194.25,809.0,1538.0,1620.0,810.0,Q3
10383,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,262.0,273.0,273.0,465.0,37.0,Q2
10384,Yes,Air Miles,Postcard,Low,1,Yes,Medium,2,1,3,Yes,814.0,285.0,1201.0,1358.0,412.0,Q2
10385,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1060.25,166.0,1816.0,1511.0,748.0,Q3
10386,No,Points,Letter,Medium,2,No,Low,1,1,4,Yes,313.0,423.0,265.0,291.0,273.0,Q2
10387,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,1295.25,970.0,1060.0,1446.0,1705.0,Q3
10388,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1081.5,540.0,1309.0,1553.0,924.0,Q3
10389,No,Air Miles,Letter,Medium,1,No,Medium,2,1,1,No,151.0,177.0,181.0,6.0,240.0,Q1
10390,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1220.25,2115.0,911.0,1383.0,472.0,Q3
10391,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,266.25,80.0,497.0,366.0,122.0,Q2
10392,No,Points,Postcard,High,2,No,High,1,1,1,Yes,1265.5,986.0,838.0,1378.0,1860.0,Q3
10393,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1070.0,1984.0,1185.0,852.0,259.0,Q3
10394,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1152.5,450.0,1555.0,1504.0,1101.0,Q3
10395,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,914.75,1866.0,921.0,561.0,311.0,Q2
10396,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,310.25,204.0,131.0,439.0,467.0,Q2
10397,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,852.0,959.0,834.0,808.0,807.0,Q2
10398,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1345.0,724.0,1243.0,2153.0,1260.0,Q3
10399,No,Cash Back,Letter,High,3,No,Low,3,2,4,Yes,728.75,637.0,643.0,723.0,912.0,Q2
10400,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,182.0,316.0,10.0,284.0,118.0,Q1
10401,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1036.25,1895.0,1341.0,837.0,72.0,Q3
10402,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,887.5,180.0,908.0,1206.0,1256.0,Q2
10403,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1190.25,26.0,1860.0,1008.0,1867.0,Q3
10404,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,987.25,786.0,1801.0,891.0,471.0,Q3
10405,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1049.75,1659.0,1697.0,771.0,72.0,Q3
10406,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,955.0,1729.0,1174.0,835.0,82.0,Q3
10407,No,Points,Letter,High,1,No,Medium,2,1,3,No,1106.25,201.0,1359.0,813.0,2052.0,Q3
10408,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,1006.5,1534.0,1386.0,691.0,415.0,Q3
10409,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,769.0,885.0,540.0,854.0,797.0,Q2
10410,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,No,949.25,1878.0,1134.0,608.0,177.0,Q3
10411,No,Air Miles,Postcard,Low,1,No,Medium,2,2,6,Yes,958.75,400.0,1102.0,1430.0,903.0,Q3
10412,No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,345.75,73.0,457.0,414.0,439.0,Q2
10413,No,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,972.0,509.0,692.0,1301.0,1386.0,Q3
10414,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,674.5,135.0,650.0,1277.0,636.0,Q2
10415,No,Points,Letter,High,2,No,Medium,1,1,3,No,1136.25,1927.0,1423.0,742.0,453.0,Q3
10416,No,Air Miles,Postcard,High,1,Yes,Medium,1,1,2,Yes,902.0,373.0,509.0,1372.0,1354.0,Q2
10417,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,4,Yes,787.75,950.0,977.0,529.0,695.0,Q2
10418,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,787.0,700.0,930.0,928.0,590.0,Q2
10419,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1283.75,1179.0,1238.0,1108.0,1610.0,Q3
10420,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,344.5,196.0,473.0,338.0,371.0,Q2
10421,No,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1379.25,865.0,1455.0,1865.0,1332.0,Q3
10422,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,992.5,1358.0,1634.0,857.0,121.0,Q3
10423,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,1065.25,1621.0,1488.0,798.0,354.0,Q3
10424,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,950.5,449.0,904.0,816.0,1633.0,Q3
10425,No,Cash Back,Letter,High,1,Yes,Low,1,1,4,Yes,1112.75,1579.0,1602.0,556.0,714.0,Q3
10426,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,Yes,936.0,973.0,1104.0,1253.0,414.0,Q2
10427,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1064.5,1995.0,1047.0,829.0,387.0,Q3
10428,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,1179.25,754.0,1153.0,2068.0,742.0,Q3
10429,No,Points,Postcard,High,1,No,High,2,1,3,Yes,964.0,595.0,601.0,819.0,1841.0,Q3
10430,No,Points,Postcard,Low,1,No,High,3,1,2,No,338.5,296.0,354.0,280.0,424.0,Q2
10431,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1293.0,646.0,717.0,2277.0,1532.0,Q3
10432,No,Air Miles,Letter,High,1,No,Low,3,1,2,No,1092.5,678.0,859.0,1271.0,1562.0,Q3
10433,No,Air Miles,Postcard,Low,1,Yes,High,3,2,3,Yes,1055.0,1228.0,1644.0,716.0,632.0,Q3
10434,No,Air Miles,Letter,Medium,2,Yes,Low,2,1,3,Yes,1173.25,150.0,1732.0,1401.0,1410.0,Q3
10435,No,Points,Postcard,High,2,No,Medium,2,1,3,No,1002.0,1625.0,1037.0,846.0,500.0,Q3
10436,No,Cash Back,Letter,High,1,No,Low,4,1,4,Yes,398.75,327.0,345.0,427.0,496.0,Q2
10437,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1134.75,222.0,1119.0,1921.0,1277.0,Q3
10438,No,Points,Letter,High,1,Yes,Medium,2,1,3,Yes,1161.75,190.0,1121.0,1599.0,1737.0,Q3
10439,No,Points,Letter,Medium,2,Yes,High,2,1,4,No,1203.75,510.0,1004.0,1166.0,2135.0,Q3
10440,No,Air Miles,Letter,High,2,Yes,Low,2,1,2,No,1308.75,1080.0,426.0,1993.0,1736.0,Q3
10441,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,1012.75,939.0,803.0,998.0,1311.0,Q3
10442,No,Air Miles,Postcard,Low,2,Yes,Medium,1,1,3,Yes,715.75,675.0,744.0,653.0,791.0,Q2
10443,Yes,Points,Postcard,Medium,1,No,High,3,1,3,Yes,802.5,106.0,1076.0,863.0,1165.0,Q2
10444,No,Cash Back,Letter,High,1,No,High,2,2,5,No,1170.25,877.0,1322.0,1208.0,1274.0,Q3
10445,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1134.5,1301.0,1734.0,522.0,981.0,Q3
10446,No,Cash Back,Letter,Low,1,No,High,1,1,2,No,1182.75,1017.0,1422.0,1086.0,1206.0,Q3
10447,Yes,Air Miles,Postcard,Low,2,No,Medium,3,1,3,Yes,1300.25,2125.0,1767.0,402.0,907.0,Q3
10448,No,Cash Back,Letter,High,2,No,Low,1,1,3,No,254.0,82.0,491.0,135.0,308.0,Q2
10449,No,Cash Back,Letter,Medium,2,No,Low,1,1,5,No,728.0,109.0,646.0,1536.0,621.0,Q2
10450,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,No,1033.25,1980.0,1027.0,957.0,169.0,Q3
10451,No,Cash Back,Letter,Low,1,No,Medium,2,3,1,Yes,1680.25,1678.0,1593.0,1899.0,1551.0,Q3
10452,No,Air Miles,Letter,Low,1,No,Low,2,2,4,No,346.0,297.0,444.0,478.0,165.0,Q2
10453,No,Cash Back,Letter,High,1,Yes,Medium,2,1,5,No,1072.25,1231.0,1459.0,1297.0,302.0,Q3
10454,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,276.25,361.0,206.0,328.0,210.0,Q2
10455,No,Points,Postcard,Low,2,No,Medium,2,1,2,No,1318.5,461.0,1400.0,1231.0,2182.0,Q3
10456,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1366.5,861.0,1325.0,1933.0,1347.0,Q3
10457,No,Cash Back,Letter,Low,1,Yes,Low,2,1,5,No,1208.5,50.0,1811.0,2201.0,772.0,Q3
10458,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,No,1239.5,547.0,1050.0,2162.0,1199.0,Q3
10459,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,No,760.25,910.0,668.0,736.0,727.0,Q2
10460,No,Points,Letter,High,2,No,Low,1,1,4,No,123.5,14.0,358.0,38.0,84.0,Q1
10461,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,931.25,1724.0,1494.0,403.0,104.0,Q2
10462,No,Points,Postcard,Medium,3,No,Low,3,1,3,Yes,1077.25,424.0,1277.0,1654.0,954.0,Q3
10463,No,Cash Back,Letter,Medium,1,Yes,High,1,1,4,Yes,1139.5,1035.0,441.0,1573.0,1509.0,Q3
10464,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,764.0,775.0,860.0,799.0,622.0,Q2
10465,Yes,Points,Postcard,Medium,1,No,Medium,1,3,3,Yes,297.25,279.0,405.0,127.0,378.0,Q2
10466,No,Points,Letter,High,2,No,Low,2,1,4,Yes,710.0,896.0,781.0,568.0,595.0,Q2
10467,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,977.0,569.0,431.0,1576.0,1332.0,Q3
10468,No,Air Miles,Letter,Low,2,Yes,High,3,1,3,No,1425.25,1012.0,1749.0,1043.0,1897.0,Q3
10469,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,No,703.5,689.0,984.0,582.0,559.0,Q2
